subdomain_key,subdomain_label,procedure_code,procedure_title,field,operation_group,operation_key,agency,submission_methods,processing_time_values,document_group_count,result_count,raw_data_available,source_url
cu_tru,Cư trú,1.004222,Đăng ký thường trú,"Đăng ký, quản lý cư trú",dang_ky_thuong_tru_cho_tre,dang_ky_thuong_tru,Công an cấp Xã,Trực tuyến | Trực tiếp,7 ngày làm việc | 7 ngày làm việc,8,4,True,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bf7-7704-7449-9e95-fe7ebb959aa2
