persona,group_key,procedure_code,procedure_title,workflow_family,support_level,raw_data_available,in_full_data,in_workflow_dataset,official_membership,expanded_membership,membership_source,field,source_url,notes
citizen,dien_luc_nha_o_dat_dai,1.004427,"Cấp giấy phép cho các hoạt động trong phạm vi bảo vệ công trình thủy lợi: Xây dựng công trình mới; Lập bến, bãi tập kết nguyên liệu, nhiên liệu, vật tư, phương tiện; Xây dựng công trình ngầm thuộc thẩm quyền cấp phép của Chủ tịch UBND cấp tỉnh",,raw_only,true,true,false,false,true,expanded,Thủy lợi,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfa-3829-737a-a859-3d6a8f1ba001,title:xay dung
citizen,dien_luc_nha_o_dat_dai,1.013232,"Cấp giấy phép di dời đối với công trình cấp III, cấp IV (Công trình không theo tuyến/Theo tuyến trong đô thị/Tín ngưỡng, tôn giáo/Tượng đài, tranh hoành tráng/Theo giai đoạn cho công trình không theo tuyến/Theo giai đoạn cho công trình theo tuyến trong đô thị/Dự án) và nhà ở riêng lẻ",,raw_only,true,true,false,false,true,expanded,Hoạt động xây dựng,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-908d-726f-a05f-7026ac241c2d,field:Hoạt động xây dựng
citizen,dien_luc_nha_o_dat_dai,1.013230,"Cấp giấy phép di dời đối với công trình cấp đặc biệt, cấp I và cấp II (Công trình không theo tuyến/Theo tuyến trong đô thị/Tín ngưỡng, tôn giáo/Tượng đài, tranh hoành tráng/Theo giai đoạn cho công trình không theo tuyến/Theo giai đoạn cho công trình theo tuyến trong đô thị/Dự án)",,raw_only,true,true,false,false,true,expanded,Hoạt động xây dựng,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-9095-7471-a437-ea6a2b894dea,field:Hoạt động xây dựng
citizen,dien_luc_nha_o_dat_dai,1.013222,Cấp giấy phép hoạt động xây dựng cho nhà thầu nước ngoài..,,raw_only,true,true,false,false,true,expanded,Hoạt động xây dựng,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-9096-741c-8211-fb8c9573a884,field:Hoạt động xây dựng
citizen,dien_luc_nha_o_dat_dai,1.009122,"Cấp giấy phép xây dựng có thời hạn đối với công trình, nhà ở riêng lẻ (công trình cấp III, cấp IV)",,raw_only,true,true,false,false,true,expanded,Hoạt động xây dựng,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019dbd96-088e-74a9-9877-cf19204905ca,field:Hoạt động xây dựng
citizen,dien_luc_nha_o_dat_dai,1.005134,"Cấp giấy phép xây dựng công trình thiết yếu, dùng chung với đường sắt",,raw_only,true,true,false,false,true,expanded,Đường sắt,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-51f0-7395-8d15-47d5b9b3ff1e,title:xay dung
citizen,dien_luc_nha_o_dat_dai,1.013236,"Cấp giấy phép xây dựng mới công trình cấp đặc biệt, cấp I, cấp II (Công trình không theo tuyến/Theo tuyến trong đô thị/Tín ngưỡng, tôn giáo/Tượng đài, tranh hoành tráng/Theo giai đoạn cho công trình không theo tuyến/Theo giai đoạn cho công trình theo tuyến trong đô thị/Dự án)",,raw_only,true,true,false,false,true,expanded,Hoạt động xây dựng,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-909f-769a-9283-87c608b8028e,field:Hoạt động xây dựng
citizen,dien_luc_nha_o_dat_dai,1.013225,"Cấp giấy phép xây dựng mới đối với công trình cấp III, cấp IV (Công trình không theo tuyến/Theo tuyến trong đô thị/Tín ngưỡng, tôn giáo/Tượng đài, tranh hoành tráng/Theo giai đoạn cho công trình không theo tuyến/Theo giai đoạn cho công trình theo tuyến trong đô thị/Dự án) và nhà ở riêng lẻ",,raw_only,true,true,false,false,true,expanded,Hoạt động xây dựng,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-9088-744d-aa0a-e846b6dce3d5,field:Hoạt động xây dựng
citizen,dien_luc_nha_o_dat_dai,1.013229,"Cấp giấy phép xây dựng sửa chữa, cải tạo đối với công trình cấp III, cấp IV (công trình Không theo tuyến/Theo tuyến trong đô thị/Tín ngưỡng, tôn giáo/Tượng đài, tranh hoành tráng/Theo giai đoạn cho công trình không theo tuyến/Theo giai đoạn cho công trình theo tuyến trong đô thị/Dự án) và nhà ở riêng lẻ:",,raw_only,true,true,false,false,true,expanded,Hoạt động xây dựng,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-909c-759d-9dc9-416500074f0f,field:Hoạt động xây dựng
citizen,dien_luc_nha_o_dat_dai,1.013238,"Cấp giấy phép xây dựng sửa chữa, cải tạo đối với công trình cấp đặc biệt, cấp I, cấp II (công trình Không theo tuyến/Theo tuyến trong đô thị/Tín ngưỡng, tôn giáo/Tượng đài, tranh hoành tráng/Theo giai đoạn cho công trình không theo tuyến/Theo giai đoạn cho công trình theo tuyến trong đô thị/Dự án)",,raw_only,true,true,false,false,true,expanded,Hoạt động xây dựng,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfe-90aa-7599-84e5-3f631fb4787e,field:Hoạt động xây dựng
citizen,dien_luc_nha_o_dat_dai,1.014493,Cấp giấy phép đối với hoạt động cắt xẻ đê để xây dựng công trình trong phạm vi bảo vệ đê điều,,raw_only,true,true,false,false,true,expanded,"Quản lý Đê điều và Phòng, chống thiên tai",https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019daaaf-1fef-718a-aa19-bee7f83625ba,title:xay dung
citizen,dien_luc_nha_o_dat_dai,1.014496,"Cấp giấy phép đối với hoạt động xây dựng công trình ngầm; khoan, đào để khai thác nước ngầm trong phạm vi 1 Km (kilômét) tính từ biên ngoài của phạm vi bảo vệ đê điều",,raw_only,true,true,false,false,true,expanded,"Quản lý Đê điều và Phòng, chống thiên tai",https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019daacc-1110-754c-a3a0-f6382cf07f95,title:xay dung
